canonicalName,photo
Stemodia anisata,no
Stemodia debilis,no
Stemodia flaccida,no
Veronica parnkalliana,no
Diocirea ternata,no
Eremophila accrescens,yes
Eremophila annosicaulis,no
Eremophila anomala,no
Eremophila arbuscula,no
Eremophila arenaria,no
Eremophila ballythunnensis,no
Eremophila barbata,no
Eremophila buirchellii,no
Eremophila calcicola,no
Eremophila capricornica,no
Eremophila ciliata,no
Eremophila cuneata,yes
Eremophila daddii,no
Eremophila demissa,no
Eremophila eversa,no
Eremophila ferricola,no
Eremophila graciliflora,no
Eremophila gracillima,no
Eremophila hispida,no
Eremophila jamesiorum,no
Eremophila laccata,no
Eremophila pentaptera,no
Eremophila petrophila,no
Eremophila pusilliflora,no
Eremophila regia,no
Eremophila resiliens,no
Eremophila rigens,no
Eremophila scrobiculata,no
Eremophila subangustifolia,no
Eremophila verrucosa,no
Eremophila viscimarginata,no
Eremophila woodiae,no
Eremophila yinnetharrensis,no
Euphrasia fragosa,no
Limosella granitica,no
Bonamia deserticola,no
Bonamia dietrichiana,yes
Bonamia longipilosa,no
Bonamia multiflora,no
Bonamia oblongifolia,no
Bonamia pilbarensis,no
Bonamia toniae,no
Bonamia wilsoniae,no
Camonea pilosa,no
Convolvulus eyreanus,no
Convolvulus recurvatus,no
Convolvulus tedmoorei,no
Distimake kimberleyensis,no
Ipomoea antonschmidii,no
Ipomoea brownii,yes
Ipomoea densivestita,no
Ipomoea diantha,no
Ipomoea dunlopii,no
Ipomoea hastifolia,no
Ipomoea imperati,no
Ipomoea johnsoniana,no
Ipomoea kalumburu,no
Ipomoea limosa,no
Ipomoea tiliacea,no
Ipomoea tolmerana,yes
Merremia hirta,yes
Polymeria mollis,no
Polymeria quadrivalvis,no
Polymeria subhirsuta,no
Hydrolea zeylanica,yes
Anthocercis fasciculata,no
Anthocercis sylvicola,no
Crenidium spinescens,no
Duboisia arenitensis,no
Lycianthes biflora,no
Nicotiana burbidgeae,no
Nicotiana faucicola,no
Nicotiana gascoynica,no
Nicotiana karijini,no
Nicotiana simulans,yes
Nicotiana truncata,no
Nicotiana yandinga,no
Solanum adoxum,no
Solanum apodophyllum,no
Solanum argopetalum,no
Solanum austropiceum,no
Solanum capitaneum,no
Solanum capsiciforme,no
Solanum cataphractum,no
Solanum chillagoense,no
Solanum cowiei,no
Solanum crebrispinum,no
Solanum dimorphispinum,no
Solanum dryanderense,no
Solanum dumicola,no
Solanum dunalianum,no
Solanum dysprosium,no
Solanum eburneum,no
Solanum elatius,yes
Solanum eminens,no
Solanum eremophilum,no
Solanum fecundum,no
Solanum ferox,no
Solanum fervens,no
Solanum francisii,no
Solanum graniticum,no
Solanum heteropodium,no
Solanum horridum,no
Solanum iodinum,no
Solanum jobsonii,no
Solanum karsense,no
Solanum kentrocaule,no
Solanum lachnophyllum,yes
Solanum latens,no
Solanum leopoldense,no
Solanum lobatum,no
Solanum lythrocarpum,no
Solanum medicagineum,no
Solanum melanospermum,no
Solanum morrisonii,no
Solanum neoanglicum,no
Solanum octona,no
Solanum oedipus,no
Solanum oligandrum,yes
Solanum orgadophilum,no
Solanum ossicruentum,no
Solanum osteocarpum,no
Solanum pallidifolium,no
Solanum petraeum,no
Solanum piceum,no
Solanum pisinnum,no
Solanum prolatum,no
Solanum pusillum,no
Solanum pycnotrichum,no
Solanum reclusum,no
Solanum sejunctum,no
Solanum senticosum,no
Solanum tetrathecum,no
Solanum tudununggae,no
Solanum ultimum,no
Solanum unispinum,no
Solanum vansittartense,no
Solanum versicolor,no
Solanum watneyi,no
Solanum wilkinsii,no
Solanum zoeae,no
Gunniopsis calva,no
Gunniopsis divisa,no
Gunniopsis propinqua,no
Gunniopsis tenuifolia,no
Tetragonia coronata,no
Tetragonia diptera,no
Trianthema compactum,no
Trianthema cypseleoides,no
Trianthema kimberleyi,no
Achyranthes bidentata,no
Alternanthera nahui,no
Gomphrena arida,no
Gomphrena atrorubra,no
Gomphrena conferta,no
Gomphrena conica,no
Gomphrena cucullata,yes
Gomphrena eichleri,no
Gomphrena humifusa,no
Gomphrena involucrata,no
Gomphrena leontopodioides,no
Gomphrena leptophylla,no
Gomphrena rosula,no
Gomphrena splendida,no
Gomphrena tenella,no
Kelita uncinella,no
Nyssanthes longistyla,no
Omegandra kanisii,no
Ptilotus actinocladus,no
Ptilotus alexandri,no
Ptilotus andersonii,no
Ptilotus brachyanthus,no
Ptilotus comatus,no
Ptilotus crispus,no
Ptilotus decalvatus,no
Ptilotus disparilis,no
Ptilotus extenuatus,no
Ptilotus falcatus,no
Ptilotus lazaridis,no
Ptilotus lophotrichus,no
Ptilotus procumbens,no
Ptilotus propinquus,no
Ptilotus robynsianus,no
Ptilotus rotundatus,no
Ptilotus tetrandrus,no
Ptilotus unguiculatus,no
Ptilotus wilsonii,no
Ptilotus yapukaratja,no
Balanophora abbreviata,no
Colobanthus kerguelensis,no
Polycarpaea arida,no
Polycarpaea incana,no
Polycarpaea microceps,no
Polycarpaea tenax,no
Polycarpaea umbrosa,no
Spergularia nesophila,no
Stellaria papillata,no
Atriplex acutiloba,no
Atriplex alces,no
Atriplex cephalantha,no
Atriplex cordifolia,no
Atriplex cornigera,no
Atriplex cryptocarpa,no
Atriplex eichleri,no
Atriplex eremitis,no
Atriplex exilifolia,no
Atriplex flabelliformis,no
Atriplex humilis,no
Atriplex incrassata,no
Atriplex infrequens,no
Atriplex intermedia,no
Atriplex kochiana,no
Atriplex macropterocarpa,no
Atriplex morrisii,no
Atriplex nana,no
Atriplex nessorhina,no
Atriplex obconica,no
Atriplex papillata,no
Atriplex spinulosa,no
Atriplex yeelirrie,no
Chenopodium auricomiforme,no
Chenopodium gaudichaudianum,no
Chenopodium hubbardii,no
Dissocarpus latifolius,no
Dysphania congestiflora,no
Dysphania saxatilis,no
Eremophea aggregata,no
Maireana dichoptera,no
Maireana diffusa,no
Maireana eriosphaera,no
Maireana marginata,no
Maireana microcarpa,no
Maireana murrayana,no
Maireana polypterygia,no
Maireana stipitata,no
Malacocera albolanata,no
Malacocera biflora,no
Malacocera gracilis,no
Osteocarpum pentapterum,no
Rhagodia drummondii,no
Rhagodia latifolia,no
Roycea spinescens,no
Salicornia globosa,no
Sclerolaena alata,no
Sclerolaena articulata,no
Sclerolaena beaugleholei,no
Sclerolaena blackiana,no
Sclerolaena blakei,no
Sclerolaena burbidgeae,no
Sclerolaena drummondii,no
Sclerolaena everistiana,yes
Sclerolaena fimbriolata,no
Sclerolaena fontinalis,no
Sclerolaena forrestiana,no
Sclerolaena gardneri,no
Sclerolaena holtiana,no
Sclerolaena medicaginoides,no
Sclerolaena microcarpa,no
Sclerolaena muelleri,no
Sclerolaena ramulosa,no
Sclerolaena stylosa,no
Sclerolaena symoniana,no
Sclerolaena tetragona,no
Sclerolaena tridens,no
Sclerolaena tubata,no
Sclerolaena walkeri,no
Tecticornia annelida,no
Tecticornia cupuliformis,no
Tecticornia doliiformis,no
Tecticornia fontinalis,no
Tecticornia globulifera,no
Tecticornia indefessa,no
Tecticornia medullosa,no
Tecticornia medusa,yes
Tecticornia mellarium,no
Tecticornia papillata,no
Tecticornia sparagosa,no
Tecticornia willisii,no
Threlkeldia inchoata,no
Drosera allantostigma,yes
Drosera basifolia,yes
Drosera bindoon,yes
Drosera bulbigena,yes
Drosera caduca,no
Drosera coalara,no
Drosera depauperata,no
Drosera geniculata,yes
Drosera glabriscapa,no
Drosera helodes,yes
Drosera indumenta,no
Drosera leioblastus,no
Drosera leucostigma,yes
Drosera micra,yes
Drosera nivea,yes
Drosera orbiculata,yes
Drosera oreopodion,yes
Drosera pedicellaris,yes
Drosera prostratoscaposa,no
Drosera salina,no
Drosera subtilis,yes
Drosera zigzagia,no
Frankenia adpressa,no
Frankenia annua,no
Frankenia brachyphylla,no
Frankenia bracteata,yes
Frankenia conferta,no
Frankenia decurrens,no
Frankenia desertorum,no
Frankenia drummondii,no
Frankenia eremophila,no
Frankenia fecunda,no
Frankenia interioris,no
Frankenia latior,no
Frankenia orthotricha,no
Frankenia plicata,no
Frankenia pseudoflabellata,no
Frankenia scabra,no
Frankenia stuartii,no
Macarthuria complanata,no
Macarthuria georgeana,no
Glinus sessiliflorus,no
Boerhavia gardneri,yes
Boerhavia schomburgkiana,no
Commicarpus insularum,no
Muehlenbeckia australis,no
Muehlenbeckia polybotrya,yes
Muehlenbeckia triloba,no
Rumex drummondii,no
Calandrinia baccata,yes
Calandrinia butcherensis,no
Calandrinia composita,no
Calandrinia cylindrica,no
Calandrinia dielsii,no
Calandrinia flava,no
Calandrinia lefroyensis,no
Calandrinia monogyna,no
Calandrinia operta,yes
Calandrinia oraria,no
Calandrinia pentavalvis,no
Calandrinia polypetala,no
Calandrinia porifera,yes
Calandrinia quartzitica,yes
Calandrinia rubrisabulosa,no
Calandrinia sphaerophylla,no
Calandrinia umbelliformis,yes
Calandrinia vernicosa,no
Calandrinia wilsonii,yes
Portulaca tuberosa,no
Rumicastrum chamaecladum,no
Sedopsis armitii,no
Ceratophyllum muricatum,no
Illigera elegans,no
Beilschmiedia brunnea,no
Beilschmiedia castrisinensis,no
Beilschmiedia collina,yes
Beilschmiedia oligandra,yes
Beilschmiedia recurva,yes
Beilschmiedia volckii,yes
Cassytha candida,no
Cassytha flindersii,no
Cassytha nodiflora,no
Cinnamomum iners,no
Cinnamomum propinquum,yes
Cryptocarya bellendenkerana,yes
Cryptocarya brassii,no
Cryptocarya clarksoniana,no
Cryptocarya cocosoides,no
Cryptocarya dorrigoensis,yes
Cryptocarya endiandrifolia,no
Cryptocarya glaucocarpa,no
Cryptocarya leucophylla,yes
Cryptocarya lividula,no
Cryptocarya nitens,no
Cryptocarya putida,no
Cryptocarya saccharata,no
Cryptocarya smaragdina,no
Cryptocarya whiffiniana,no
Endiandra bessaphila,yes
Endiandra collinsii,no
Endiandra dielsiana,no
Endiandra grayi,yes
Endiandra jonesii,no
Endiandra limnophila,no
Endiandra monothyra,yes
Endiandra sideroxylon,yes
Litsea bennettii,no
Litsea connorsii,yes
Dryadodaphne trachyphloia,no
Hemmantia webbii,no
Steganthera cooperorum,no
Wilkiea wardellii,no
Caldesia parnassifolia,no
Aponogeton cuneatus,no
Aponogeton euryspermus,no
Aponogeton kimberleyensis,no
Aponogeton prolifer,no
Aponogeton tofus,no
Lemna tenera,no
Typhonium nudibaccatum,no
Typhonium weipanum,no
Wolffia globosa,no
Cymodocea angustata,no
Cymodocea rotundata,no
Halodule tridentata,no
Thalassodendron ciliatum,no
Blyxa echinosperma,no
Blyxa octandra,no
Enhalus acoroides,no
Halophila minor,no
Halophila tricostata,no
Najas browniana,no
Najas foveolata,no
Najas graminea,no
Najas halophila,no
Najas malesiana,no
Najas pseudograminea,no
Vallisneria caulescens,no
Vallisneria erecta,no
Vallisneria gracilis,no
Vallisneria triptera,no
Cycnogeton lineare,no
Triglochin centrocarpa,no
Triglochin longicarpa,no
Triglochin stowardii,no
Triglochin trichophora,no
Posidonia denhartogii,no
Posidonia kirkmanii,no
Posidonia ostenfeldii,no
Posidonia robertsoniae,no
Althenia australis,no
Althenia bilocularis,no
Althenia hearnii,no
Althenia marina,no
Althenia patentifolia,no
Althenia preissii,no
Potamogeton reduncus,no
Zannichellia palustris,no
Heterozostera polychlamys,no
Livistona nasmophila,yes
Crinum joesmithii,no
Crinum kakaduense,no
Crinum lakefieldense,no
Crinum luteolum,no
Crinum muelleri,no
Crinum roperense,no
Crinum venosum,no
Crinum yorkense,no
Proiphys kimberleyensis,no
Acanthocarpus humilis,no
Acanthocarpus robustus,no
Acanthocarpus rupestris,no
Arthropodium pendulum,yes
Chamaescilla gibsonii,no
Lomandra acicularis,no
Lomandra brittanii,no
Lomandra nutans,no
Lomandra rupestris,no
Lomandra sonderi,no
Lomandra spartea,no
Lomandra teres,no
Lomandra whicherensis,no
Sowerbaea subtilis,no
Thysanotus acerosifolius,no
Thysanotus brachiatus,no
Thysanotus brachyantherus,no
Thysanotus formosus,yes
Thysanotus fragrans,no
Thysanotus gageoides,no
Thysanotus glaucifolius,no
Thysanotus gracilis,no
Thysanotus pseudojunceus,no
Thysanotus unicupensis,no
Thysanotus volubilis,no
Borya inopinata,no
Borya jabirabela,no
Borya stenophylla,no
Borya subulata,no
Caesia rigidifolia,no
Caesia viscida,no
Corynotheca asperata,no
Corynotheca flexuosissima,no
Dianella pavopennacea,no
Johnsonia inconspicua,no
Stawellia gymnocephala,no
Stypandra jamesii,no
Tricoryne soullierae,no
Tricoryne tuberosa,no
Hypoxis cavernicola,no
Hypoxis exilis,no
Pauridia gardneri,no
Hypoxis marginata,no
Pauridia salina,no
Patersonia argyrea,no
Patersonia maxwellii,no
Acianthus ledwardii,no
Arthrochilus apectus,no
Arthrochilus aquilus,no
Arthrochilus stenophyllus,no
Bryobium dischorense,no
Bulbophyllum longiflorum,yes
Bulbophyllum maxillare,no
Cadetia uniflos,no
Caladenia armata,no
Caladenia attenuata,no
Caladenia branwhitei,no
Caladenia bruniella,yes
Caladenia campestris,no
Caladenia chamaephylla,no
Caladenia coactilis,no
Caladenia diversiflora,no
Caladenia gracillima,yes
Caladenia hesperia,no
Caladenia isolata,no
Caladenia leptoclavia,no
Caladenia littoricola,no
Caladenia pallida,no
Caladenia pluvialis,yes
Caladenia subtilis,no
Caladenia thysanochila,no
Caladenia viriosa,yes
Caladenia whiteheadii,yes
Caladenia xantholeuca,no
Caleana alcockii,yes
Calochilus ammobius,no
Calochilus cleistanthus,no
Calochilus cupreus,yes
Calochilus kalaru,no
Calochilus metallicus,no
Calochilus psednus,no
Cooktownia robertsii,no
Corunastylis carecta,no
Corunastylis conferta,no
Corunastylis fuscoviridis,yes
Corunastylis parvicalla,no
Corunastylis pedersonii,no
Corunastylis trifida,yes
Corunastylis valida,no
Corybas acuminatus,no
Corybas minimus,no
Demorchis umbrosa,no
Dendrobium brachypus,no
Dendrobium lobbii,no
Dendrobium mirbelianum,no
Dendrobium paludicola,no
Didymoplexis micradenia,no
Diuris brevissima,yes
Diuris brockmanii,yes
Diuris byronensis,no
Diuris calcicola,no
Diuris carecta,no
Diuris eburnea,yes
Diuris inundata,no
Diuris minor,yes
Diuris secundiflora,no
Diuris striata,no
Drakaea andrewsiae,no
Eria paleata,no
Eria retusa,no
Eriochilus paludosus,no
Eulophia bicallosa,no
Eulophia zollingeri,no
Flickingeria nativitatis,no
Gastrodia crebriflora,no
Gastrodia urceolata,no
Goodyera viridiflora,no
Habenaria mesophylla,no
Liparis petricola,no
Luisia corrugata,yes
Microtis gracilenta,no
Microtis quadrata,yes
Oberonia attenuata,no
Oeceoclades pelorica,no
Pecteilis chlorosepala,no
Pecteilis dockrillii,no
Pecteilis euryloba,no
Pecteilis eurystoma,yes
Pecteilis exilis,no
Pecteilis fuscina,no
Pecteilis vatia,no
Pecteilis xanthantha,no
Peristylus banfieldii,no
Peristylus candidus,no
Peristylus papuanus,no
Phoringopsis byrnesii,no
Phoringopsis lavarackiana,no
Plexaure limenophylax,no
Prasophyllum albovirens,no
Prasophyllum asinantum,no
Prasophyllum catenemum,no
Prasophyllum collinum,no
Prasophyllum constrictum,yes
Prasophyllum copelandii,no
Prasophyllum incompositum,no
Prasophyllum laxum,no
Prasophyllum macrotys,no
Prasophyllum morganii,no
Prasophyllum praecox,no
Prasophyllum rogersii,no
Prasophyllum rotundiflorum,no
Prasophyllum secutum,no
Prasophyllum wallum,no
Pterostylis anaclasta,no
Pterostylis angulata,no
Pterostylis aquilonia,no
Pterostylis borealis,no
Pterostylis bracteata,no
Pterostylis caligna,no
Pterostylis clivicola,no
Pterostylis conferta,no
Pterostylis crassichila,yes
Pterostylis elegantissima,no
Pterostylis eremaea,no
Pterostylis extensa,no
Pterostylis extranea,no
Pterostylis faceta,no
Pterostylis foliacea,no
Pterostylis fuliginosa,no
Pterostylis galgula,yes
Pterostylis hadra,no
Pterostylis limbata,no
Pterostylis meridionalis,no
Pterostylis multisignata,no
Pterostylis mystacina,no
Pterostylis ovata,no
Pterostylis pearsonii,no
Pterostylis pedina,no
Pterostylis petiolata,no
Pterostylis precatoria,no
Pterostylis riparia,no
Pterostylis scoliosa,no
Pterostylis serotina,no
Pterostylis simulans,no
Pterostylis spissa,no
Pterostylis subtilis,no
Pterostylis telmata,no
Pterostylis terminalis,no
Pterostylis thulia,no
Pterostylis tryphera,no
Pterostylis vescula,no
Pterostylis virens,no
Pterostylis voigtii,no
Pterostylis xerampelina,no
Pterostylis zebrina,no
Rhizanthella omissa,no
Sarcanthopsis warocqueana,no
Sarcochilus eriochilus,yes
Taeniophyllum baumei,no
Taeniophyllum epacridicola,no
Taeniophyllum explanatum,no
Taeniophyllum hasseltii,no
Taeniophyllum triquetroradix,no
Taeniophyllum walkeri,no
Thelasis capitata,no
Thelymitra abrupta,no
Thelymitra corrugata,no
Thelymitra crenulata,no
Thelymitra inflata,yes
Thelymitra latifolia,no
Thelymitra odora,no
Thelymitra orientalis,no
Thelymitra pulchella,no
Thelymitra rubricaulis,no
Thelymitra tubulina,no
Thelymitra xanthotricha,yes
Thrixspermum carinatifolium,yes
Thynninorchis nothofagicola,no
Tropidia viridifusca,no
Aneilema sclerocarpum,no
Cartonema tenue,no
Commelina roensis,no
Commelina tricarinata,no
Commelina undulata,no
Tapheocarpa calandrinioides,no
Conostylis albescens,no
Conostylis deplexa,no
Conostylis latens,no
Conostylis pauciflora,no
Conostylis resinosa,no
Conostylis seminuda,no
Conostylis villosa,no
Haemodorum basalticum,no
Haemodorum capitatum,no
Haemodorum condensatum,no
Haemodorum flaviflorum,no
Haemodorum gracile,no
Haemodorum griseofuscum,no
Haemodorum interrex,no
Haemodorum loratum,no
Haemodorum macfarlanei,no
Haemodorum paniculatum,yes
Haemodorum subvirens,no
Haemodorum thedae,no
Phlebocarya pilosissima,yes
Tribonanthes minor,no
Pontederia hastata,no
Calectasia demarzii,yes
Calectasia elegans,no
Calectasia jubilaea,no
Calectasia keigheryi,no
Calectasia obtusa,no
Dioscorea pentaphylla,no
Thismia yorkensis,no
Wurmbea decumbens,no
Wurmbea dilatata,no
Wurmbea fluviatilis,no
Wurmbea inflata,no
Wurmbea nilpinna,no
Wurmbea saccata,no
Ripogonum danesii,no
Smilax kaniensis,no
Smilax macrophylla,no
Pandanus rheophilus,no
Stemona angusta,no
Sciaphila densiflora,no
Lyginia excelsa,no
Centrolepis alepyroides,no
Centrolepis caespitosa,no
Centrolepis curta,no
Centrolepis inconspicua,no
Centrolepis milleri,no
Centrolepis mutica,no
Centrolepis pedderensis,yes
Centrolepis racemosa,no
Gaimardia amblyphylla,no
Gaimardia fitzgeraldii,yes
Actinoschoenus arthrostyloides,no
Actinoschoenus glabrispiculus,no
Actinoschoenus pentagonus,no
Actinoschoenus quadricostatus,no
Actinoschoenus ramosus,no
Actinoscirpus grossus,no
Bulbostylis pyriformis,no
Bulbostylis turbinata,no
Carex alsophila,no
Carex barbata,yes
Carex breviscapa,no
Carex cataractae,no
Carex cheesemanniana,no
Carex cryptostachys,no
Carex debilior,no
Carex erebus,no
Carex indica,no
Carex lophocarpa,no
Carex phacota,no
Carex rafflesiana,no
Carex subtilis,no
Carex thecata,no
Carpha curvata,yes
Caustis deserti,no
Chorizandra multiarticulata,no
Cyathochaeta teretifolia,no
Cyperus alaticaulis,no
Cyperus albescens,no
Cyperus alopecuroides,yes
Cyperus angustatus,no
Cyperus astartodes,no
Cyperus blakeanus,no
Cyperus breviculmis,yes
Cyperus cephalotes,no
Cyperus compactus,no
Cyperus cracens,no
Cyperus crispulus,no
Cyperus cristulatus,no
Cyperus cunninghamii,yes
Cyperus curvistylis,no
Cyperus digitatus,yes
Cyperus distans,yes
Cyperus eboracensis,no
Cyperus flavidus,no
Cyperus fucosus,no
Cyperus hamulosus,no
Cyperus hyalinus,no
Cyperus latzii,no
Cyperus macrostachyos,no
Cyperus multispiceus,no
Cyperus nervulosus,no
Cyperus nutans,no
Cyperus ohwii,no
Cyperus orgadophilus,no
Cyperus paniceus,no
Cyperus perangustus,yes
Cyperus portae-tartari,no
Cyperus pumilus,no
Cyperus ramosus,no
Cyperus rubicundus,no
Cyperus rupicola,no
Cyperus sculptus,no
Cyperus secubans,no
Cyperus serotinus,no
Cyperus sexflorus,no
Cyperus sharpei,no
Cyperus sporobolus,no
Cyperus sulcinux,no
Cyperus tenuiculmis,no
Cyperus tetracarpus,yes
Cyperus viscidulus,no
Eleocharis acutangula,no
Eleocharis atropurpurea,no
Eleocharis brassii,yes
Eleocharis caespitosissima,no
Eleocharis jacobsiana,no
Eleocharis nuda,yes
Eleocharis ochrostachys,no
Eleocharis papillosa,no
Eleocharis rivalis,no
Eleocharis sanguinolenta,no
Eleocharis setifolia,no
Eleocharis spiralis,no
Eleocharis sundaica,no
Eleocharis triquetra,no
Evandra pauciflora,yes
Fimbristylis adjuncta,no
Fimbristylis ammobia,no
Fimbristylis arnhemensis,no
Fimbristylis bisumbellata,yes
Fimbristylis blakei,no
Fimbristylis blepharolepis,no
Fimbristylis buchananensis,no
Fimbristylis caloptera,no
Fimbristylis cardiocarpa,no
Fimbristylis carolinii,no
Fimbristylis clavata,no
Fimbristylis compacta,no
Fimbristylis complanata,no
Fimbristylis corynocarya,no
Fimbristylis costiglumis,no
Fimbristylis densa,no
Fimbristylis denudata,no
Fimbristylis dictyocolea,no
Fimbristylis dipsacea,no
Fimbristylis distincta,no
Fimbristylis dolera,no
Fimbristylis dunlopii,no
Fimbristylis elegans,no
Fimbristylis eragrostis,no
Fimbristylis fimbristyloides,yes
Fimbristylis furva,no
Fimbristylis fusca,no
Fimbristylis helicophylla,no
Fimbristylis insignis,no
Fimbristylis laxiglumis,no
Fimbristylis leucocolea,no
Fimbristylis macassarensis,no
Fimbristylis macrantha,no
Fimbristylis merrillii,no
Fimbristylis micans,no
Fimbristylis modesta,no
Fimbristylis neilsonii,no
Fimbristylis odontocarpa,no
Fimbristylis oxystachya,no
Fimbristylis pachyptera,no
Fimbristylis pallida,yes
Fimbristylis phaeoleuca,no
Fimbristylis pilifera,no
Fimbristylis pterigosperma,no
Fimbristylis pubisquama,no
Fimbristylis punctata,no
Fimbristylis quinquangularis,no
Fimbristylis rupestris,no
Fimbristylis schoenoides,yes
Fimbristylis schultzii,no
Fimbristylis sericea,no
Fimbristylis signata,yes
Fimbristylis simplex,yes
Fimbristylis solidifolia,no
Fimbristylis sphaerocephala,no
Fimbristylis spiralis,no
Fimbristylis squarrulosa,no
Fimbristylis stenostachya,no
Fimbristylis subaristata,yes
Fimbristylis tomentosa,no
Fimbristylis trachycarya,no
Fimbristylis trigastrocarya,no
Fimbristylis triloba,no
Fimbristylis vagans,no
Fimbristylis xyridis,yes
Fuirena arenosa,no
Fuirena nudiflora,no
Gahnia halmaturina,no
Gahnia howeana,no
Gahnia hystrix,no
Gahnia xanthocarpa,no
Isolepis alpina,no
Isolepis limbata,no
Isolepis tasmanica,no
Isolepis wakefieldiana,no
Lepidosperma amantiferrum,no
Lepidosperma angustatum,no
Lepidosperma asperatum,no
Lepidosperma benthamianum,no
Lepidosperma bungalbin,no
Lepidosperma calcicola,no
Lepidosperma costale,no
Lepidosperma diurnum,no
Lepidosperma drummondii,no
Lepidosperma evansianum,no
Lepidosperma fairallianum,no
Lepidosperma ferricola,no
Lepidosperma ferriculmen,no
Lepidosperma fimbriatum,no
Lepidosperma flexuosum,no
Lepidosperma forsythii,no
Lepidosperma gahnioides,no
Lepidosperma hispidulum,no
Lepidosperma humile,no
Lepidosperma jacksonense,no
Lepidosperma latens,no
Lepidosperma leptophyllum,no
Lepidosperma leptostachyum,no
Lepidosperma lineare,no
Lepidosperma lyonsii,no
Lepidosperma monticola,no
Lepidosperma muelleri,no
Lepidosperma obtusum,no
Lepidosperma oldhamii,no
Lepidosperma pruinosum,no
Lepidosperma resinosum,no
Lepidosperma rigidulum,no
Lepidosperma rostratum,no
Lepidosperma sanguinolentum,no
Lepidosperma striatum,no
Lepidosperma tenue,no
Lepidosperma ustulatum,no
Machaerina johnsonii,no
Machaerina laxa,no
Machaerina muelleri,no
Machaerina nuda,no
Machaerina preissii,no
Machaerina vaginalis,no
Mapania macrocephala,no
Oreobolus pfeifferianus,no
Oreobolus tholicarpus,no
Rhynchospora affinis,no
Rhynchospora chinensis,no
Rhynchospora corymbifera,no
Rhynchospora croydonensis,no
Rhynchospora exserta,no
Rhynchospora gracillima,no
Rhynchospora leae,yes
Rhynchospora longisetis,no
Rhynchospora submarginata,no
Rhynchospora subtenuifolia,no
Rhynchospora wightiana,no
Schoenoplectiella articulata,no
Schoenoplectiella blakei,no
Schoenoplectiella lateriflora,no
Schoenus absconditus,no
Schoenus acuminatus,no
Schoenus andrewsii,no
Schoenus armeria,no
Schoenus badius,no
Schoenus benthamii,no
Schoenus bifidus,no
Schoenus biglumis,no
Schoenus brevisetis,no
Schoenus capillifolius,no
Schoenus discifer,no
Schoenus elegans,no
Schoenus evansianus,no
Schoenus fluitans,no
Schoenus hexandrus,no
Schoenus humilis,no
Schoenus indutus,no
Schoenus insolitus,no
Schoenus kennyi,yes
Schoenus laevigatus,no
Schoenus lanatus,no
Schoenus loliaceus,no
Schoenus minutulus,yes
Schoenus multiglumis,no
Schoenus obtusifolius,no
Schoenus odontocarpus,no
Schoenus ornithopodioides,yes
Schoenus pleiostemoneus,no
Schoenus plumosus,no
Schoenus punctatus,no
Schoenus pygmaeus,no
Schoenus racemosus,no
Schoenus rupicola,no
Schoenus sculptus,no
Schoenus sesquispicula,no
Schoenus subbarbatus,no
Schoenus subflavus,no
Schoenus sublateralis,no
Schoenus sublaxus,no
Schoenus submicrostachyus,no
Schoenus tenellus,no
Schoenus trachycarpus,no
Schoenus unispiculatus,no
Scleria annularis,no
Scleria biflora,no
Scleria carphiformis,no
Scleria corymbosa,no
Scleria lingulata,no
Scleria lithosperma,yes
Scleria mikawana,no
Scleria pergracilis,no
Scleria poiformis,yes
Scleria psilorrhiza,no
Scleria pygmaea,yes
Scleria scrobiculata,no
Scleria terrestris,no
Scleria tryonii,no
Tetraria microcarpa,no
Tricostularia aphylla,no
Tricostularia exsul,no
Tricostularia undulata,no
Websteria confervoides,no
Ecdeiocolea rigens,no
Eriocaulon aloefolium,no
Eriocaulon athertonense,yes
Eriocaulon bifistulosum,no
Eriocaulon carpentariae,no
Eriocaulon carsonii,yes
Eriocaulon clarksonii,no
Eriocaulon concretum,no
Eriocaulon fenshamii,no
Eriocaulon giganticum,no
Eriocaulon inapertum,no
Eriocaulon monoscapum,no
Eriocaulon nanum,yes
Eriocaulon nematophyllum,no
Eriocaulon pallidum,no
Eriocaulon patericola,no
Eriocaulon rivicola,no
Eriocaulon spectabile,no
Eriocaulon tricornum,no
Eriocaulon truncatum,no
Eriocaulon willdenovianum,no
Eriocaulon wolseleyi,no
Eriocaulon zollingerianum,no
Juncus brevibracteus,no
Juncus curtisiae,yes
Juncus firmus,no
Juncus laeviusculus,no
Juncus meianthus,no
Juncus ochrocoleus,no
Juncus subglaucus,no
Luzula atrata,yes
Luzula longiflora,no
Luzula poimena,no
Agrostis australiensis,no
Agrostis boormanii,no
Agrostis diemenica,no
Agrostis joyceae,no
Agrostis propinqua,no
Amphibromus pithogastrus,no
Amphibromus sinuatus,no
Amphibromus vickeryae,no
Amphibromus whitei,no
Anthosachne fertilis,no
Anthosachne rectiseta,no
Apluda mutica,no
Aristida annua,no
Aristida australis,no
Aristida biglandulosa,no
Aristida blakei,no
Aristida burbidgeae,no
Aristida burraensis,no
Aristida dominii,no
Aristida echinata,no
Aristida exserta,no
Aristida forsteri,no
Aristida granitica,no
Aristida helicophylla,no
Aristida jacobsiana,no
Aristida kimberleyensis,no
Aristida lazaridis,yes
Aristida longicollis,no
Aristida muricata,no
Aristida perniciosa,yes
Aristida polyclados,no
