WaterQualityDateTime,SamplingRecordID,WaterQualityRecordID,WaterQualityDataID,SiteName,SampleLatitude,SampleLongitude,WaterbodyName,BasinName,CatchmentName,SubCatchmentName,Altitude,BottomDepth,RepNo,Depth,Temprature,pH,DO,Conductivity,Turbidity,TurbidityEstimate,SecchiDepth,ActualConductivity,Ammonium,BarometricPressure,Chorophyll_a,Density,DeviceSNPowerPack,DeviceSNSonde,ExternalVoltage,Latitude,Longitude,LocationDepth,Marked,Nitrate,Nitrite,ORP,OxygenPartialPressure,pHmv,Phosphate,Pressure,RDOSaturation,ReadingDatetime - Year,ReadingDatetime - Quarter,ReadingDatetime - Month,ReadingDatetime - Day,Resistivity,Salinity,Sulphate,Temperature789830,Temperature792353,TotalDissolvedSolids,TotalNitrogen,TotalPhosphorus,PROJECT_SEGMENTS
2/6/2018 9:09:00 AM,11884,10023,27506,Bunb1,-34.17113,141.56517,Bunberoo Creek,Lower Murray,,LAKE VICTORIA and FAR SW,33,0.5,1,0.200000003,30.38999939,8.170000076,8.600000381,0.426999986,168,H,0.209999993,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
2/6/2018 9:09:00 AM,11884,10023,27507,Bunb1,-34.17113,141.56517,Bunberoo Creek,Lower Murray,,LAKE VICTORIA and FAR SW,33,0.5,2,0.200000003,28.73999977,9.18999958,7.150000095,0.470999986,209,H,0.150000006,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
11/27/2019 1:06:00 AM,13119,8317,30443,Bundabarina,-29.62034,148.48968,Barwon River,Barwon,DARLING,DARLING-BARWON,140,3.2000000000000002,1,0.200000003,23.04000092,7.019999981,5.210000038,0.268000007,24.39999962,M,0.409999996,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2019/20
11/27/2019 1:06:00 AM,13119,8317,30444,Bundabarina,-29.62034,148.48968,Barwon River,Barwon,DARLING,DARLING-BARWON,140,3.2000000000000002,2,0.200000003,24.52000046,7.519999981,6.670000076,0.264999986,15.39999962,M,0.469999999,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2019/20
11/27/2019 1:06:00 AM,13119,8317,30445,Bundabarina,-29.62034,148.48968,Barwon River,Barwon,DARLING,DARLING-BARWON,140,3.2000000000000002,2,1,23.70999908,7.449999809,4.559999943,0.263999999,20.39999962,M,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2019/20
11/27/2019 1:06:00 AM,13119,8317,30446,Bundabarina,-29.62034,148.48968,Barwon River,Barwon,DARLING,DARLING-BARWON,140,3.2000000000000002,2,2,23.31999969,7.039999962,1.549999952,0.264999986,24.39999962,M,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2019/20
11/27/2019 1:06:00 AM,13119,8317,30447,Bundabarina,-29.62034,148.48968,Barwon River,Barwon,DARLING,DARLING-BARWON,140,3.2000000000000002,2,3,20.17000008,6.699999809,0.119999997,0.26699999,26.29999924,M,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2019/20
3/22/2016 12:53:00 AM,10675,9060,24425,Bundalong,-36.01877,146.17596,Murray River,Murray Riverina,,HUME TO MULWALA,127,6.5,1,0.200000003,20.93000031,7.46999979,7.099999905,0.050999999,70.59999847,L,0.649999976,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2015/2016
3/22/2016 12:53:00 AM,10675,9060,24426,Bundalong,-36.01877,146.17596,Murray River,Murray Riverina,,HUME TO MULWALA,127,6.5,2,0.200000003,21.30999947,7.679999828,7.889999866,0.050000001,35,L,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2015/2016
3/22/2016 12:53:00 AM,10675,9060,24427,Bundalong,-36.01877,146.17596,Murray River,Murray Riverina,,HUME TO MULWALA,127,6.5,2,1,21.21999931,7.179999828,7.440000057,0.050000001,37,L,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2015/2016
3/22/2016 12:53:00 AM,10675,9060,24428,Bundalong,-36.01877,146.17596,Murray River,Murray Riverina,,HUME TO MULWALA,127,6.5,2,2,21.11000061,6.929999828,7.320000172,0.050000001,40,L,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2015/2016
3/22/2016 12:53:00 AM,10675,9060,24429,Bundalong,-36.01877,146.17596,Murray River,Murray Riverina,,HUME TO MULWALA,127,6.5,2,3,21.13999939,6.949999809,7.619999886,0.050000001,37,L,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2015/2016
3/22/2016 12:53:00 AM,10675,9060,24430,Bundalong,-36.01877,146.17596,Murray River,Murray Riverina,,HUME TO MULWALA,127,6.5,2,4,21.22999954,6.820000172,7.699999809,0.050000001,37,L,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2015/2016
3/22/2016 12:53:00 AM,10675,9060,24431,Bundalong,-36.01877,146.17596,Murray River,Murray Riverina,,HUME TO MULWALA,127,6.5,2,5,21.26000023,6.760000229,7.409999847,0.050000001,35,L,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2015/2016
3/22/2016 12:53:00 AM,10675,9060,24432,Bundalong,-36.01877,146.17596,Murray River,Murray Riverina,,HUME TO MULWALA,127,6.5,2,6,21.15999985,6.739999771,7.420000076,0.050000001,40,L,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2015/2016
1/8/2019 6:31:00 AM,12908,8174,30057,Bundilla,-30.91413,150.60012,Peel River,Namoi,,LOWER PEEL,296,0.80000000000000004,1,0.200000003,33.56000137,8.840000153,11.55000019,0.941999972,114,M,0.5,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2018/2019
1/8/2019 6:31:00 AM,12908,8174,30058,Bundilla,-30.91413,150.60012,Peel River,Namoi,,LOWER PEEL,296,0.80000000000000004,2,0.200000003,32.33000183,8.119999886,10.01000023,0.962000012,42.20000076,M,0.49000001,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2018/2019
1/8/2019 6:31:00 AM,12908,8174,30059,Bundilla,-30.91413,150.60012,Peel River,Namoi,,LOWER PEEL,296,0.80000000000000004,2,0.5,31.04999924,7.880000114,8.720000267,0.962000012,169,M,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2018/2019
6/8/2017 7:00:00 AM,11519,9794,26688,Burbar,-29.18553,146.84732,Burbar Creek,Condamine,,CULGOA RIVER,121,1,1,0.200000003,12.31999969,7.309999943,14.60999966,0.109999999,479,H,0.039999999,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
6/8/2017 7:00:00 AM,11519,9794,26689,Burbar,-29.18553,146.84732,Burbar Creek,Condamine,,CULGOA RIVER,121,1,2,0.200000003,12.42000008,7.260000229,15.17000008,0.109999999,494,H,0.039999999,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
6/8/2017 7:00:00 AM,11519,9794,26690,Burbar,-29.18553,146.84732,Burbar Creek,Condamine,,CULGOA RIVER,121,1,2,1,12.42000008,7.230000019,14.48999977,0.108999997,674,H,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
4/4/2017 1:10:00 AM,11383,9667,26382,Burren Downs,-29.02172,148.86133,Little Weir River,Border Rivers,MOONIE,MOONIE RIVER,180,1.3999999999999999,1,0.200000003,20.89999962,8.090000153,4.860000134,0.444999993,291,H,0.109999999,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
4/4/2017 1:10:00 AM,11383,9667,26383,Burren Downs,-29.02172,148.86133,Little Weir River,Border Rivers,MOONIE,MOONIE RIVER,180,1.3999999999999999,2,0.200000003,22.70000076,8.119999886,3.079999924,0.444000006,280,H,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
4/4/2017 1:10:00 AM,11383,9667,26384,Burren Downs,-29.02172,148.86133,Little Weir River,Border Rivers,MOONIE,MOONIE RIVER,180,1.3999999999999999,2,1,22.20000076,8.119999886,2.630000114,0.444999993,289,H,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
1/12/2015 6:30:00 AM,4928,3978,11623,Burrendong,-32.64441,149.11549,Macquarie River,Macquarie,MACQUARIE-BOGAN,BURRENDONG DAM STORAGE TRIBUTARIES,300,,1,0.200000003,24.17000008,8.270000458,7.25,0.402999997,0.600000024,M,2.029999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basin Plan Environmental Outcomes Monitoring:2014/2015,Monitoring, Evaluating and Reporting - Inland:2014/15"
1/12/2015 6:30:00 AM,4928,3978,11624,Burrendong,-32.64441,149.11549,Macquarie River,Macquarie,MACQUARIE-BOGAN,BURRENDONG DAM STORAGE TRIBUTARIES,300,,1,1,24.13999939,8.270000458,7.400000095,0.407000005,0.899999976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basin Plan Environmental Outcomes Monitoring:2014/2015,Monitoring, Evaluating and Reporting - Inland:2014/15"
1/12/2015 6:30:00 AM,4928,3978,11625,Burrendong,-32.64441,149.11549,Macquarie River,Macquarie,MACQUARIE-BOGAN,BURRENDONG DAM STORAGE TRIBUTARIES,300,,1,2,24.07999992,8.079999924,7.329999924,0.407000005,1.100000024,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basin Plan Environmental Outcomes Monitoring:2014/2015,Monitoring, Evaluating and Reporting - Inland:2014/15"
1/12/2015 6:30:00 AM,4928,3978,11626,Burrendong,-32.64441,149.11549,Macquarie River,Macquarie,MACQUARIE-BOGAN,BURRENDONG DAM STORAGE TRIBUTARIES,300,,1,3,24.09000015,8.069999695,7.380000114,0.407999992,1.100000024,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basin Plan Environmental Outcomes Monitoring:2014/2015,Monitoring, Evaluating and Reporting - Inland:2014/15"
1/12/2015 6:30:00 AM,4928,3978,11627,Burrendong,-32.64441,149.11549,Macquarie River,Macquarie,MACQUARIE-BOGAN,BURRENDONG DAM STORAGE TRIBUTARIES,300,,2,0.200000003,24.12000084,8.619999886,7.389999866,0.407999992,0.899999976,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basin Plan Environmental Outcomes Monitoring:2014/2015,Monitoring, Evaluating and Reporting - Inland:2014/15"
1/10/2017 5:40:00 AM,11067,9368,25485,Burrinjuck 1,-34.99393,148.61083,Lake Burrinjuck,Murrumbidgee,,BURRINJUCK,370,10,1,0.200000003,26.54999924,8.390000343,7.25,0.141000003,0,C,2.539999962,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
1/10/2017 5:40:00 AM,11067,9368,25486,Burrinjuck 1,-34.99393,148.61083,Lake Burrinjuck,Murrumbidgee,,BURRINJUCK,370,10,2,0.200000003,25.29000092,6.75,6.650000095,0.141000003,0,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
1/10/2017 5:40:00 AM,11067,9368,25487,Burrinjuck 1,-34.99393,148.61083,Lake Burrinjuck,Murrumbidgee,,BURRINJUCK,370,10,2,1,25.21999931,6.739999771,6.570000172,0.142000005,0,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
1/10/2017 5:40:00 AM,11067,9368,25488,Burrinjuck 1,-34.99393,148.61083,Lake Burrinjuck,Murrumbidgee,,BURRINJUCK,370,10,2,2,24.92000008,6.71999979,6.570000172,0.143000007,0,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
1/10/2017 5:40:00 AM,11067,9368,25493,Burrinjuck 1,-34.99393,148.61083,Lake Burrinjuck,Murrumbidgee,,BURRINJUCK,370,10,2,3,24.75,6.710000038,6.349999905,0.142000005,0,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
1/10/2017 5:40:00 AM,11067,9368,25494,Burrinjuck 1,-34.99393,148.61083,Lake Burrinjuck,Murrumbidgee,,BURRINJUCK,370,10,2,4,23.95999908,6.090000153,5.659999847,0.142000005,0,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
1/10/2017 5:40:00 AM,11067,9368,25495,Burrinjuck 1,-34.99393,148.61083,Lake Burrinjuck,Murrumbidgee,,BURRINJUCK,370,10,2,5,22.39999962,6.690000057,4.96999979,0.140000001,0,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
1/10/2017 5:40:00 AM,11067,9368,25496,Burrinjuck 1,-34.99393,148.61083,Lake Burrinjuck,Murrumbidgee,,BURRINJUCK,370,10,2,6,21.29000092,6.710000038,4.400000095,0.136999995,0,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
1/10/2017 5:40:00 AM,11067,9368,25497,Burrinjuck 1,-34.99393,148.61083,Lake Burrinjuck,Murrumbidgee,,BURRINJUCK,370,10,2,7,20.42000008,6.730000019,4.159999847,0.136000007,0,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
1/10/2017 5:40:00 AM,11067,9368,25498,Burrinjuck 1,-34.99393,148.61083,Lake Burrinjuck,Murrumbidgee,,BURRINJUCK,370,10,2,8,20.09000015,6.75,4.170000076,0.134000003,0,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
1/10/2017 5:40:00 AM,11067,9368,25499,Burrinjuck 1,-34.99393,148.61083,Lake Burrinjuck,Murrumbidgee,,BURRINJUCK,370,10,2,9,19.72999954,6.809999943,4.059999943,0.133000001,0,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
1/10/2017 5:40:00 AM,11067,9368,25500,Burrinjuck 1,-34.99393,148.61083,Lake Burrinjuck,Murrumbidgee,,BURRINJUCK,370,10,2,10,19.23999977,6.880000114,4.380000114,0.131999999,0,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2016/2017
4/12/2018 12:10:00 AM,12212,10326,28478,Burrinjuck18aur,-35.09868,148.67779,Goodradigbee River,Murrumbidgee,,BURRINJUCK,357,0.69999999999999996,1,0.200000003,14.89000034,8.260000229,7.300000191,0.170000002,2.200000048,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
4/12/2018 12:10:00 AM,12212,10326,28479,Burrinjuck18aur,-35.09868,148.67779,Goodradigbee River,Murrumbidgee,,BURRINJUCK,357,0.69999999999999996,2,0.200000003,16.89999962,8.460000038,10.05000019,0.166999996,2.799999952,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
4/12/2018 12:10:00 AM,12212,10326,28480,Burrinjuck18aur,-35.09868,148.67779,Goodradigbee River,Murrumbidgee,,BURRINJUCK,357,0.69999999999999996,2,0.5,16.92000008,8.5,9.470000267,0.165999994,2.5,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2017/2018
11/17/2015 4:20:00 AM,10548,8936,23987,Burrough Crossing,-33.76876,149.9027,Duckmaloi River,Macquarie,MACQUARIE-BOGAN,FISH RIVER,1090,0.40000000000000002,1,0.200000003,19.56999969,7.369999886,8.899999619,0.064999998,3.700000048,C,0,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,"Basin Plan Environmental Outcomes Monitoring:2015/2016,Monitoring, Evaluating and Reporting - Inland:2015/2016"
11/17/2015 4:20:00 AM,10548,8936,23988,Burrough Crossing,-33.76876,149.9027,Duckmaloi River,Macquarie,MACQUARIE-BOGAN,FISH RIVER,1090,0.40000000000000002,2,0.200000003,20.19000053,7.300000191,9.909999847,0.064000003,4.199999809,C,0,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,"Basin Plan Environmental Outcomes Monitoring:2015/2016,Monitoring, Evaluating and Reporting - Inland:2015/2016"
1/21/2019 6:06:00 AM,12922,8192,30135,Burrowye Reserve,-35.9877,147.5282,Murray River,Upper Murray,MURRAY,UPPER MURRAY,195,3,1,0.200000003,25.5,7.070000172,9.869999886,0.027000001,2.599999905,L,1.169999957,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2018/2019
1/21/2019 6:06:00 AM,12922,8192,30136,Burrowye Reserve,-35.9877,147.5282,Murray River,Upper Murray,MURRAY,UPPER MURRAY,195,3,2,0.200000003,26.31999969,6.829999924,8.890000343,0.027000001,1.100000024,L,1,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2018/2019
1/21/2019 6:06:00 AM,12922,8192,30137,Burrowye Reserve,-35.9877,147.5282,Murray River,Upper Murray,MURRAY,UPPER MURRAY,195,3,2,1,26.17000008,6.78000021,9.220000267,0.027000001,2.099999905,L,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2018/2019
1/21/2019 6:06:00 AM,12922,8192,30138,Burrowye Reserve,-35.9877,147.5282,Murray River,Upper Murray,MURRAY,UPPER MURRAY,195,3,2,2,26.10000038,6.679999828,9.25,0.027000001,2.400000095,L,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2018/2019
1/21/2019 6:06:00 AM,12922,8192,30139,Burrowye Reserve,-35.9877,147.5282,Murray River,Upper Murray,MURRAY,UPPER MURRAY,195,3,2,3,26.03000069,6.550000191,9.050000191,0.027000001,18.89999962,L,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2018/2019
5/14/2015 2:48:00 AM,2980,2233,6401,Burswood Park,-35.3095,144.4252,Niemur River,Murray Riverina,MURRAY,EDWARD - WAKOOL,72,,1,0.200000003,13.31999969,7.420000076,8.520000458,0.052999999,28.39999962,L,0.439999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basin Plan Environmental Outcomes Monitoring:2014/2015,Edward-Wakool Long Term Intervention Monitoring:CAT 3 2015"
5/14/2015 2:48:00 AM,2980,2233,6402,Burswood Park,-35.3095,144.4252,Niemur River,Murray Riverina,MURRAY,EDWARD - WAKOOL,72,,1,1,13.11999989,7.329999924,7.730000019,0.052999999,27.70000076,L,0.439999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basin Plan Environmental Outcomes Monitoring:2014/2015,Edward-Wakool Long Term Intervention Monitoring:CAT 3 2015"
5/14/2015 2:48:00 AM,2980,2233,6403,Burswood Park,-35.3095,144.4252,Niemur River,Murray Riverina,MURRAY,EDWARD - WAKOOL,72,,1,2,13,7.070000172,7.159999847,0.052999999,33,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basin Plan Environmental Outcomes Monitoring:2014/2015,Edward-Wakool Long Term Intervention Monitoring:CAT 3 2015"
5/14/2015 2:48:00 AM,2980,2233,6404,Burswood Park,-35.3095,144.4252,Niemur River,Murray Riverina,MURRAY,EDWARD - WAKOOL,72,,2,0.200000003,13.13000011,7.429999828,8.520000458,0.052999999,27.70000076,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Basin Plan Environmental Outcomes Monitoring:2014/2015,Edward-Wakool Long Term Intervention Monitoring:CAT 3 2015"
6/11/2020 12:55:00 AM,13558,8674,31532,Butlers,-29.8392,150.3453,Horton River,Gwydir,,LOWER HORTON,290,0.59999999999999998,1,0.200000003,14.05000019,7.610000134,6.889999866,0.615999997,0.5,L,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2019/20
6/11/2020 12:55:00 AM,13558,8674,31533,Butlers,-29.8392,150.3453,Horton River,Gwydir,,LOWER HORTON,290,0.59999999999999998,2,0.200000003,15.68999958,7.71999979,7.230000019,0.615999997,0,L,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2019/20
11/6/2018 11:26:00 PM,12705,8042,29555,Cadells,-36.08589,144.71973,Murray River,Murray Riverina,,EDWARD - WAKOOL,96,3.7000000000000002,1,0.200000003,21.22999954,7,6.260000229,0.050999999,48,M,0.430000007,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2018/2019
11/6/2018 11:26:00 PM,12705,8042,29556,Cadells,-36.08589,144.71973,Murray River,Murray Riverina,,EDWARD - WAKOOL,96,3.7000000000000002,2,0.200000003,21.18000031,7,6.210000038,0.050000001,44,M,0.49000001,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2018/2019
11/6/2018 11:26:00 PM,12705,8042,29557,Cadells,-36.08589,144.71973,Murray River,Murray Riverina,,EDWARD - WAKOOL,96,3.7000000000000002,2,1,21.19000053,5.929999828,5.920000076,0.050000001,44,M,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2018/2019
11/6/2018 11:26:00 PM,12705,8042,29558,Cadells,-36.08589,144.71973,Murray River,Murray Riverina,,EDWARD - WAKOOL,96,3.7000000000000002,2,2,21.20000076,5.880000114,6,0.050000001,45,M,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2018/2019
11/6/2018 11:26:00 PM,12705,8042,29559,Cadells,-36.08589,144.71973,Murray River,Murray Riverina,,EDWARD - WAKOOL,96,3.7000000000000002,2,3,21.21999931,5.920000076,6.039999962,0.050000001,47,M,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2018/2019
3/3/2019 5:00:00 AM,12767,8087,29731,Caidmurra,-29.22053,148.75592,Barwon River,Border Rivers,,GUNDABLUI,144,1.8,1,0.200000003,26.84000015,8.06000042,5.610000134,0.453000009,43,M,0.360000014,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2018/2019
3/3/2019 5:00:00 AM,12767,8087,29732,Caidmurra,-29.22053,148.75592,Barwon River,Border Rivers,,GUNDABLUI,144,1.8,2,0.200000003,26.29999924,8.479999542,8.399999619,0.448000014,52,M,0.360000014,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2018/2019
3/3/2019 5:00:00 AM,12767,8087,29733,Caidmurra,-29.22053,148.75592,Barwon River,Border Rivers,,GUNDABLUI,144,1.8,2,1,23.38999939,7.789999962,5.820000172,0.437999994,45,M,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2018/2019
11/11/2019 4:51:00 AM,13096,8294,30473,Caithness,-34.40349,149.40441,Crookwell River,Lachlan,LACHLAN,CROOKWELL RIVER,788,1,1,0.200000003,15.34000015,6.889999866,9.289999962,0.268999994,0,C,1,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2019/20
11/11/2019 4:51:00 AM,13096,8294,30474,Caithness,-34.40349,149.40441,Crookwell River,Lachlan,LACHLAN,CROOKWELL RIVER,788,1,2,0.200000003,19.34000015,7.659999847,10.76000023,0.263000011,6.199999809,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2019/20
11/11/2019 4:51:00 AM,13096,8294,30475,Caithness,-34.40349,149.40441,Crookwell River,Lachlan,LACHLAN,CROOKWELL RIVER,788,1,2,1,13.46000004,7.289999962,7.739999771,0.257999986,7.099999905,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2019/20
11/11/2019 4:51:00 AM,13096,8294,30476,Caithness,-34.40349,149.40441,Crookwell River,Lachlan,LACHLAN,CROOKWELL RIVER,788,1,3,0.200000003,20.51000023,,,,,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2019/20
11/11/2019 4:51:00 AM,13096,8294,30477,Caithness,-34.40349,149.40441,Crookwell River,Lachlan,LACHLAN,CROOKWELL RIVER,788,1,3,1,14.55000019,7.53000021,,,,C,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2019/20
3/2/2016 2:30:00 AM,10735,9121,24647,Callandon South,-28.56386,150.09815,Macintyre River,Border Rivers,,CROPPA CREEK,200,0.5,1,0.200000003,27.28000069,7.21999979,5.590000153,0.163000003,116,M,0.230000004,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2015/2016
3/2/2016 2:30:00 AM,10735,9121,24648,Callandon South,-28.56386,150.09815,Macintyre River,Border Rivers,,CROPPA CREEK,200,0.5,2,0.200000003,29.5,7.739999771,7.309999943,0.162,155,M,,,0,,0,,,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,0,Basin Plan Environmental Outcomes Monitoring:2015/2016
