Family,Number,Total %
Steganthera,1,0.026518164942985947
Stellaria,1,0.026518164942985947
Stemona,1,0.026518164942985947
Stenanthera,1,0.026518164942985947
Stenostegia,1,0.026518164942985947
Stenotaphrum,1,0.026518164942985947
Stephania,1,0.026518164942985947
Stigmaphyllon,1,0.026518164942985947
Strangea,1,0.026518164942985947
Stypandra,1,0.026518164942985947
Tadehagi,1,0.026518164942985947
Tapheocarpa,1,0.026518164942985947
Taplinia,1,0.026518164942985947
Taxandria,1,0.026518164942985947
Tectaria,1,0.026518164942985947
Tetraria,1,0.026518164942985947
Tetrastigma,1,0.026518164942985947
Thalassodendron,1,0.026518164942985947
Thedachloa,1,0.026518164942985947
Thelasis,1,0.026518164942985947
Thelepogon,1,0.026518164942985947
Thelypteris,1,0.026518164942985947
Thespidium,1,0.026518164942985947
Thiseltonia,1,0.026518164942985947
Thismia,1,0.026518164942985947
Threlkeldia,1,0.026518164942985947
Thynninorchis,1,0.026518164942985947
Tietkensia,1,0.026518164942985947
Torenia,1,0.026518164942985947
Tribonanthes,1,0.026518164942985947
Tribulopis,1,0.026518164942985947
Trichanthodium,1,0.026518164942985947
Trioncinia,1,0.026518164942985947
Tristiropsis,1,0.026518164942985947
Tropidia,1,0.026518164942985947
Tyrbastes,1,0.026518164942985947
Uncaria,1,0.026518164942985947
Urtica,1,0.026518164942985947
Uvedalia,1,0.026518164942985947
Velleia,1,0.026518164942985947
Veronica,1,0.026518164942985947
Vitex,1,0.026518164942985947
Vitis,1,0.026518164942985947
Walteranthus,1,0.026518164942985947
Websteria,1,0.026518164942985947
Wilkiea,1,0.026518164942985947
Wolffia,1,0.026518164942985947
Xerochrysum,1,0.026518164942985947
Yamazakia,1,0.026518164942985947
Zannichellia,1,0.026518164942985947
Zanthoxylum,1,0.026518164942985947
