APC_name,family,photo
Velleia exigua,Goodeniaceae,no
Velleia hispida,Goodeniaceae,no
Apodasmia ceramophila,Restionaceae,yes
Baloskion longipes,Restionaceae,no
Calorophus erostris,Restionaceae,no
Chaetanthus leptocarpoides,Restionaceae,no
Chordifex capillaceus,Restionaceae,no
Chordifex crispatus,Restionaceae,yes
Chordifex gracilior,Restionaceae,no
Chordifex jacksonii,Restionaceae,no
Chordifex leucoblepharus,Restionaceae,no
Chordifex microcodon,Restionaceae,no
Chordifex ornatus,Restionaceae,no
Chordifex reseminans,Restionaceae,no
Coleocarya gracilis,Restionaceae,no
Dapsilanthus elatior,Restionaceae,no
Dapsilanthus ramosus,Restionaceae,no
Desmocladus biformis,Restionaceae,no
Desmocladus castaneus,Restionaceae,no
Desmocladus confertospicatus,Restionaceae,no
Desmocladus diacolpicus,Restionaceae,no
Desmocladus eludens,Restionaceae,no
Desmocladus eyreanus,Restionaceae,no
Desmocladus ferruginipes,Restionaceae,no
Desmocladus glomeratus,Restionaceae,no
Desmocladus lateriticus,Restionaceae,no
Desmocladus microcarpus,Restionaceae,no
Desmocladus nodatus,Restionaceae,no
Desmocladus quiricanus,Restionaceae,no
Desmocladus semiplanus,Restionaceae,no
Desmocladus virgatus,Restionaceae,no
Hopkinsia adscendens,Restionaceae,no
Hypolaena caespitosa,Restionaceae,no
Hypolaena grandiuscula,Restionaceae,no
Hypolaena viridis,Restionaceae,no
Lepidobolus basiflorus,Restionaceae,no
Lepidobolus eurardyensis,Restionaceae,no
Lepidobolus spiralis,Restionaceae,no
Leptocarpus crassipes,Restionaceae,no
Leptocarpus crebriculmis,Restionaceae,yes
Leptocarpus decipiens,Restionaceae,no
Leptocarpus depilatus,Restionaceae,yes
Leptocarpus kraussii,Restionaceae,yes
Leptocarpus scariosus,Restionaceae,yes
Leptocarpus scoparius,Restionaceae,no
Leptocarpus tephrinus,Restionaceae,no
Leptocarpus thysananthus,Restionaceae,no
Lepyrodia anarthria,Restionaceae,no
Lepyrodia curvescens,Restionaceae,no
Lepyrodia drummondiana,Restionaceae,no
Lepyrodia extensa,Restionaceae,no
Lepyrodia fortunata,Restionaceae,no
Lepyrodia heleocharoides,Restionaceae,no
Lepyrodia hermaphrodita,Restionaceae,yes
Lepyrodia leptocaulis,Restionaceae,no
Lepyrodia macra,Restionaceae,no
Lepyrodia monoica,Restionaceae,no
Lepyrodia muirii,Restionaceae,no
Lepyrodia oligocolea,Restionaceae,no
Lepyrodia porterae,Restionaceae,no
Lepyrodia riparia,Restionaceae,no
Lepyrodia valliculae,Restionaceae,no
Lepyrodia verruculosa,Restionaceae,no
Loxocarya albipes,Restionaceae,no
Loxocarya striata,Restionaceae,no
Melanostachya ustulata,Restionaceae,no
Platychorda applanata,Restionaceae,no
Platychorda rivalis,Restionaceae,no
Sporadanthus caudatus,Restionaceae,no
Sporadanthus gracilis,Restionaceae,no
Sporadanthus strictus,Restionaceae,no
Tyrbastes glaucescens,Restionaceae,no
Adenanthos cacomorphus,Proteaceae,no
Banksia borealis,Proteaceae,no
Banksia prionophylla,Proteaceae,no
Banksia recurvistylis,Proteaceae,no
Banksia rosserae,Proteaceae,no
Conospermum cinereum,Proteaceae,no
Conospermum galeatum,Proteaceae,no
Conospermum multispicatum,Proteaceae,no
Conospermum sigmoideum,Proteaceae,yes
Grevillea adenotricha,Proteaceae,no
Grevillea berryana,Proteaceae,no
Grevillea calcicola,Proteaceae,no
Grevillea ceratocarpa,Proteaceae,no
Grevillea cheilocarpa,Proteaceae,no
Grevillea cravenii,Proteaceae,no
Grevillea cyranostigma,Proteaceae,no
Grevillea divaricata,Proteaceae,no
Grevillea donaldiana,Proteaceae,no
Grevillea dunlopii,Proteaceae,no
Grevillea eremophila,Proteaceae,no
Grevillea florida,Proteaceae,yes
Grevillea incurva,Proteaceae,no
Grevillea kirkalocka,Proteaceae,no
Grevillea lissopleura,Proteaceae,no
Grevillea lullfitzii,Proteaceae,no
Grevillea maherae,Proteaceae,no
Grevillea metamorpha,Proteaceae,no
Grevillea microstyla,Proteaceae,no
Grevillea nivea,Proteaceae,yes
Grevillea polyacida,Proteaceae,no
Grevillea prominens,Proteaceae,no
Grevillea punctata,Proteaceae,no
Grevillea roycei,Proteaceae,no
Grevillea rubicunda,Proteaceae,no
Grevillea saxicola,Proteaceae,no
Grevillea secunda,Proteaceae,no
Grevillea stenogyne,Proteaceae,no
Grevillea sulcata,Proteaceae,no
Grevillea velutinella,Proteaceae,no
Grevillea virgata,Proteaceae,no
Grevillea wittweri,Proteaceae,yes
Grevillea xiphoidea,Proteaceae,no
Hakea aenigma,Proteaceae,no
Hakea chromatropa,Proteaceae,yes
Hakea loranthifolia,Proteaceae,no
Hakea oligoneura,Proteaceae,no
Hollandaea diabolica,Proteaceae,no
Isopogon panduratus,Proteaceae,no
Isopogon villosus,Proteaceae,no
Persoonia baeckeoides,Proteaceae,no
Persoonia biglandulosa,Proteaceae,no
Persoonia brachystylis,Proteaceae,no
Persoonia cordifolia,Proteaceae,no
Persoonia daphnoides,Proteaceae,no
Persoonia filiformis,Proteaceae,no
Persoonia flexifolia,Proteaceae,no
Persoonia hakeiformis,Proteaceae,no
Persoonia inconspicua,Proteaceae,no
Persoonia kararae,Proteaceae,no
Persoonia katerae,Proteaceae,no
Persoonia laxa,Proteaceae,no
Persoonia leucopogon,Proteaceae,no
Persoonia manotricha,Proteaceae,no
Persoonia moscalii,Proteaceae,no
Persoonia oleoides,Proteaceae,no
Persoonia papillosa,Proteaceae,no
Persoonia pertinax,Proteaceae,no
Persoonia prostrata,Proteaceae,no
Persoonia rufiflora,Proteaceae,no
Persoonia scabra,Proteaceae,no
Persoonia spathulata,Proteaceae,no
Persoonia striata,Proteaceae,yes
Petrophile arcuata,Proteaceae,yes
Petrophile aspera,Proteaceae,yes
Petrophile crispata,Proteaceae,yes
Petrophile globifera,Proteaceae,no
Petrophile juncifolia,Proteaceae,yes
Petrophile merrallii,Proteaceae,no
Petrophile misturata,Proteaceae,no
Petrophile septemfida,Proteaceae,yes
Petrophile trifurcata,Proteaceae,no
Stirlingia abrotanoides,Proteaceae,no
Stirlingia divaricatissima,Proteaceae,no
Strangea stenocarpoides,Proteaceae,no
Synaphea drummondii,Proteaceae,no
Synaphea incurva,Proteaceae,no
Synaphea parviflora,Proteaceae,no
Synaphea tamminensis,Proteaceae,no
Synaphea trinacriformis,Proteaceae,no
Triunia kittredgei,Proteaceae,no
Xylomelum scottianum,Proteaceae,no
Anisomeles ajugacea,Lamiaceae,no
Anisomeles antrorsa,Lamiaceae,no
Anisomeles brevipilosa,Lamiaceae,no
Anisomeles carpentarica,Lamiaceae,no
Anisomeles dallachyi,Lamiaceae,no
Anisomeles eriodes,Lamiaceae,no
Anisomeles farinacea,Lamiaceae,no
Anisomeles indica,Lamiaceae,no
Anisomeles languida,Lamiaceae,no
Anisomeles leucotricha,Lamiaceae,no
Anisomeles ornans,Lamiaceae,no
Anisomeles papuana,Lamiaceae,no
Anisomeles principis,Lamiaceae,no
Anisomeles salviifolia,Lamiaceae,no
Anisomeles viscidula,Lamiaceae,no
Anisomeles vulpina,Lamiaceae,no
Anisomeles xerophila,Lamiaceae,no
Callicarpa caudata,Lamiaceae,no
Callicarpa thozetii,Lamiaceae,no
Clerodendrum indicum,Lamiaceae,no
Cymaria dichotoma,Lamiaceae,no
Dasymalla chorisepala,Lamiaceae,no
Dicrastylis archeri,Lamiaceae,no
Dicrastylis capitellata,Lamiaceae,no
Dicrastylis cundeeleensis,Lamiaceae,no
Dicrastylis kumarinensis,Lamiaceae,no
Dicrastylis maritima,Lamiaceae,no
Dicrastylis mitchellii,Lamiaceae,no
Dicrastylis nicholasii,Lamiaceae,no
Dicrastylis obovata,Lamiaceae,no
Dicrastylis reticulata,Lamiaceae,no
Dicrastylis subterminalis,Lamiaceae,no
Dicrastylis velutina,Lamiaceae,no
Faradaya amicorum,Lamiaceae,no
Glossocarya coriacea,Lamiaceae,no
Gmelina australis,Lamiaceae,no
Gmelina hollrungii,Lamiaceae,no
Gmelina schlechteri,Lamiaceae,no
Hemiandra incana,Lamiaceae,yes
Hemigenia appressa,Lamiaceae,no
Hemigenia argentea,Lamiaceae,no
Hemigenia barbata,Lamiaceae,no
Hemigenia benthamii,Lamiaceae,no
Hemigenia biddulphiana,Lamiaceae,no
Hemigenia bracteosa,Lamiaceae,no
Hemigenia buccinata,Lamiaceae,no
Hemigenia ciliata,Lamiaceae,yes
Hemigenia curvifolia,Lamiaceae,no
Hemigenia dulcis,Lamiaceae,no
Hemigenia exilis,Lamiaceae,no
Hemigenia loganiacea,Lamiaceae,no
Hemigenia macphersonii,Lamiaceae,no
Hemigenia obovata,Lamiaceae,no
Hemigenia obtusa,Lamiaceae,no
Hemigenia pimeleifolia,Lamiaceae,no
Hemigenia rigida,Lamiaceae,yes
Hemigenia royceana,Lamiaceae,no
Hemigenia tenelliflora,Lamiaceae,no
Hemigenia tichbonii,Lamiaceae,no
Hemigenia tomentosa,Lamiaceae,no
Hemigenia wandooana,Lamiaceae,no
Mentha atrolilacina,Lamiaceae,no
Microcorys cephalantha,Lamiaceae,no
Microcorys elliptica,Lamiaceae,no
Microcorys longiflora,Lamiaceae,no
Microcorys queenslandica,Lamiaceae,no
Microcorys virgata,Lamiaceae,no
Microcorys wilsoniana,Lamiaceae,no
Muniria megalophylla,Lamiaceae,no
Muniria quadrangulata,Lamiaceae,no
Newcastelia velutina,Lamiaceae,no
Ocimum caryophyllinum,Lamiaceae,no
Physopsis chrysotricha,Lamiaceae,no
Physopsis lachnostachya,Lamiaceae,no
Pityrodia byrnesii,Lamiaceae,no
Pityrodia gilruthiana,Lamiaceae,no
Pityrodia iphthima,Lamiaceae,no
Pityrodia lanuginosa,Lamiaceae,no
Pityrodia puberula,Lamiaceae,no
Pityrodia serrata,Lamiaceae,no
Pityrodia spenceri,Lamiaceae,no
Plectranthus acariformis,Lamiaceae,no
Plectranthus actites,Lamiaceae,no
Plectranthus amoenus,Lamiaceae,no
Plectranthus apricus,Lamiaceae,no
Plectranthus arenicola,Lamiaceae,no
Plectranthus batianoffii,Lamiaceae,no
Plectranthus bellus,Lamiaceae,no
Plectranthus bipartitus,Lamiaceae,no
Plectranthus blakei,Lamiaceae,no
Plectranthus cyanophyllus,Lamiaceae,no
Plectranthus dumicola,Lamiaceae,no
Plectranthus fasciculatus,Lamiaceae,no
Plectranthus fragrantissimus,Lamiaceae,no
Plectranthus glabriflorus,Lamiaceae,no
Plectranthus insularis,Lamiaceae,no
Plectranthus laetus,Lamiaceae,no
Plectranthus megadontus,Lamiaceae,no
Plectranthus minutus,Lamiaceae,no
Plectranthus mirus,Lamiaceae,no
Plectranthus omissus,Lamiaceae,no
Plectranthus pulchellus,Lamiaceae,no
Plectranthus spectabilis,Lamiaceae,no
Plectranthus splendens,Lamiaceae,no
Plectranthus thalassoscopicus,Lamiaceae,no
Plectranthus ventosus,Lamiaceae,no
Plectranthus venustus,Lamiaceae,no
Premna pubescens,Lamiaceae,no
Premna tomentosa,Lamiaceae,no
Prostanthera ammophila,Lamiaceae,no
Prostanthera athertoniana,Lamiaceae,no
Prostanthera canaliculata,Lamiaceae,no
Prostanthera collina,Lamiaceae,no
Prostanthera eungella,Lamiaceae,no
Prostanthera leichhardtii,Lamiaceae,no
Prostanthera makinsonii,Lamiaceae,no
Prostanthera mulliganensis,Lamiaceae,no
Prostanthera nanophylla,Lamiaceae,no
Prostanthera oleoides,Lamiaceae,no
Prostanthera patens,Lamiaceae,no
Prostanthera petrophila,Lamiaceae,no
Prostanthera splendens,Lamiaceae,no
Prostanthera tozerana,Lamiaceae,no
Prostanthera tysoniana,Lamiaceae,no
Prostanthera verticillaris,Lamiaceae,no
Teucrium betchei,Lamiaceae,no
Teucrium disjunctum,Lamiaceae,yes
Teucrium fallax,Lamiaceae,no
Teucrium fililobum,Lamiaceae,no
Teucrium irroratum,Lamiaceae,no
Teucrium micranthum,Lamiaceae,no
Teucrium modestum,Lamiaceae,no
Teucrium pilbaranum,Lamiaceae,no
Teucrium sagittatum,Lamiaceae,no
Teucrium thieleanum,Lamiaceae,no
Vitex velutinifolia,Lamiaceae,no
Westringia acifolia,Lamiaceae,no
Westringia capitonis,Lamiaceae,no
Westringia fitzgeraldensis,Lamiaceae,no
Westringia parvifolia,Lamiaceae,no
Conostylis albescens,Haemodoraceae,no
Conostylis angustifolia,Haemodoraceae,no
Conostylis bracteata,Haemodoraceae,yes
Conostylis deplexa,Haemodoraceae,no
Conostylis latens,Haemodoraceae,no
Conostylis pauciflora,Haemodoraceae,no
Conostylis resinosa,Haemodoraceae,no
Conostylis seminuda,Haemodoraceae,no
Conostylis villosa,Haemodoraceae,no
Haemodorum basalticum,Haemodoraceae,no
Haemodorum capitatum,Haemodoraceae,no
Haemodorum condensatum,Haemodoraceae,no
Haemodorum ensifolium,Haemodoraceae,yes
Haemodorum flaviflorum,Haemodoraceae,no
Haemodorum gracile,Haemodoraceae,no
Haemodorum griseofuscum,Haemodoraceae,no
Haemodorum interrex,Haemodoraceae,no
Haemodorum loratum,Haemodoraceae,no
Haemodorum macfarlanei,Haemodoraceae,no
Haemodorum paniculatum,Haemodoraceae,no
Haemodorum sparsiflorum,Haemodoraceae,yes
Haemodorum subvirens,Haemodoraceae,no
Haemodorum thedae,Haemodoraceae,no
Phlebocarya pilosissima,Haemodoraceae,no
Tribonanthes minor,Haemodoraceae,no
