kingdom,phylum,class,order,family,genus,species,author,species_guid,vernacular_name,Match
Plantae,Charophyta,Equisetopsida,Gentianales,Rubiaceae,Oldenlandia,Oldenlandia paniculata,L.,https://id.biodiversity.org.au/instance/apni/766838,,No
Plantae,Charophyta,Equisetopsida,Lamiales,Plantaginaceae,Linaria,Linaria bipartita,(Vent.) Willd.,https://id.biodiversity.org.au/instance/apni/766899,,No
Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,,Anacyclus radiatus,Loisel.,https://id.biodiversity.org.au/instance/apni/767676,,No
Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Picris,Picris altissima,Delile,https://id.biodiversity.org.au/instance/apni/768150,,No
Plantae,Charophyta,Equisetopsida,,Dilleniaceae,Hibbertia,Hibbertia subexcisa,Steud.,https://id.biodiversity.org.au/instance/apni/768231,,No
Plantae,Charophyta,Equisetopsida,Lamiales,Lamiaceae,Plectranthus,Plectranthus moschatus,R.Br.,https://id.biodiversity.org.au/instance/apni/768369,,No
Plantae,Charophyta,Equisetopsida,Lamiales,Lamiaceae,Stachys,Stachys obtusifolia,MacOwan,https://id.biodiversity.org.au/instance/apni/768396,,No
Plantae,Charophyta,Equisetopsida,Lamiales,Acanthaceae,Pseuderanthemum,Pseuderanthemum pelagicum,(Seem.) P.S.Green,https://id.biodiversity.org.au/instance/apni/768442,,No
Plantae,Charophyta,Equisetopsida,Lamiales,Linderniaceae,Buchnera,Buchnera tenella,R.Br.,https://id.biodiversity.org.au/instance/apni/768457,,No
Plantae,Charophyta,Equisetopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia ramosissima,Hook. & Arn.,https://id.biodiversity.org.au/instance/apni/769024,,No
Plantae,Charophyta,Equisetopsida,Dipsacales,Caprifoliaceae,Valerianella,Valerianella dentata,(L.) Pollich,https://id.biodiversity.org.au/instance/apni/769090,,No
Plantae,Charophyta,Equisetopsida,Malvales,Malvaceae,Abutilon,Abutilon graveolens,(Roxb. ex Hornem.) Wight & Arn.,https://id.biodiversity.org.au/instance/apni/774209,,No
Plantae,Charophyta,Equisetopsida,Caryophyllales,Plumbaginaceae,Limonium,Limonium tetragonum,(Thunb.) Bullock,https://id.biodiversity.org.au/instance/apni/7746297,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Iridaceae,Romulea,Romulea cruciata,(Jacq.) Baker,https://id.biodiversity.org.au/instance/apni/781472,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Acacia,Acacia semiaurea,Maiden & Blakely,https://id.biodiversity.org.au/instance/apni/783184,,No
Plantae,Charophyta,Equisetopsida,Solanales,Solanaceae,Solanum,Solanum capense,L.,https://id.biodiversity.org.au/name/apni/100318,,No
Plantae,Charophyta,Equisetopsida,Caryophyllales,Amaranthaceae,Arthrocnemum,Arthrocnemum fruticosum,(L.) Moq.,https://id.biodiversity.org.au/name/apni/102264,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Prasophyllum,Prasophyllum longisepalum,Fitzg.,https://id.biodiversity.org.au/name/apni/105189,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Habenaria,Habenaria divaricata,R.S.Rogers & C.T.White,https://id.biodiversity.org.au/name/apni/106118,,No
Plantae,Charophyta,Equisetopsida,Brassicales,Brassicaceae,Capsella,Capsella tasmanica,(Hook.) F.Muell.,https://id.biodiversity.org.au/name/apni/108162,,No
Plantae,Charophyta,Equisetopsida,Proteales,Proteaceae,Grevillea,Grevillea pinnatifida,Jacques,https://id.biodiversity.org.au/name/apni/110984,,No
Plantae,Charophyta,Equisetopsida,Laurales,Lauraceae,Endiandra,Endiandra rubescens,(Blume) Miq.,https://id.biodiversity.org.au/name/apni/112173,,No
Plantae,Charophyta,Equisetopsida,Rosales,Moraceae,Ficus,Ficus hederacea,Roxb.,https://id.biodiversity.org.au/name/apni/116980,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Andropogon,Andropogon hirtum,L.,https://id.biodiversity.org.au/name/apni/117591,,No
Plantae,Charophyta,Equisetopsida,Caryophyllales,Caryophyllaceae,Arenaria,Arenaria tenuifolia,L.,https://id.biodiversity.org.au/name/apni/118919,,No
Plantae,Charophyta,Equisetopsida,Santalales,Santalaceae,Korthalsella,Korthalsella taenioides,(Comm. ex DC.) Engl.,https://id.biodiversity.org.au/name/apni/119218,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium grossum,Schltr.,https://id.biodiversity.org.au/name/apni/124271,,No
Plantae,Charophyta,Equisetopsida,Poales,Juncaceae,Luzula,Luzula hawaiiensis,Buchenau,https://id.biodiversity.org.au/name/apni/126179,,No
Plantae,,,,Pannariaceae,Pannaria,Pannaria mariana,(Fr.) MÃ¼ll.Arg.,https://id.biodiversity.org.au/name/apni/127140,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Melicope,Melicope waialealae,(Wawra) T.G.Hartley & B.C.Stone,https://id.biodiversity.org.au/name/apni/129999,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Melicope,Melicope lydgatei,(Hillebr.) T.G.Hartley & B.C.Stone,https://id.biodiversity.org.au/name/apni/130028,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Combretaceae,Combretum,Combretum goldieanum,F.Muell.,https://id.biodiversity.org.au/name/apni/132332,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Callistemon,Callistemon gnidioides,Guillaumin,https://id.biodiversity.org.au/name/apni/132594,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Sapindaceae,Rhysotoechia,Rhysotoechia multiscapa,Etman,https://id.biodiversity.org.au/name/apni/147531,,No
Plantae,Charophyta,Equisetopsida,Rosales,Moraceae,Ficus,Ficus ampulliformis,Corner,https://id.biodiversity.org.au/name/apni/147653,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Acronychia,Acronychia macrocalyx,T.G.Hartley,https://id.biodiversity.org.au/name/apni/148033,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium eboracense,Kraenzl.,https://id.biodiversity.org.au/name/apni/148267,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Acronychia,Acronychia brassii,T.G.Hartley,https://id.biodiversity.org.au/name/apni/149095,,No
Plantae,Charophyta,Equisetopsida,Gentianales,Apocynaceae,Sarcolobus,Sarcolobus secamonoides,(Schltr.) P.I.Forst.,https://id.biodiversity.org.au/name/apni/149396,,No
Plantae,Charophyta,Equisetopsida,Santalales,Loranthaceae,Decaisnina,Decaisnina zollingeri,(Tiegh.) Barlow,https://id.biodiversity.org.au/name/apni/149764,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Sapindaceae,Rhysotoechia,Rhysotoechia congesta,Etman,https://id.biodiversity.org.au/name/apni/150536,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Sapindaceae,Rhysotoechia,Rhysotoechia obtusa,Etman,https://id.biodiversity.org.au/name/apni/150537,,No
Plantae,Charophyta,Equisetopsida,Solanales,Solanaceae,Solanum,Solanum peekelii,Bitter,https://id.biodiversity.org.au/name/apni/150563,,No
Plantae,Charophyta,Equisetopsida,Santalales,Loranthaceae,Amylotheca,Amylotheca acuminatifolia,Barlow,https://id.biodiversity.org.au/name/apni/150576,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Acronychia,Acronychia similaris,T.G.Hartley,https://id.biodiversity.org.au/name/apni/150917,,No
Plantae,Charophyta,Equisetopsida,Santalales,Santalaceae,Viscum,Viscum obscurum,Thunb.,https://id.biodiversity.org.au/name/apni/150960,,No
Plantae,Charophyta,Equisetopsida,Solanales,Solanaceae,Nicotiana,Nicotiana arentsii,Goodsp.,https://id.biodiversity.org.au/name/apni/151072,,No
Plantae,Charophyta,Equisetopsida,Poales,Juncaceae,Luzula,Luzula flaccida x Luzula meridionalis,(Buchenau) Edgar x Luzula meridionalis H.Nordensk.,https://id.biodiversity.org.au/name/apni/151946,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus amygdalina x Eucalyptus sieberi,Labill. x Eucalyptus sieberi L.A.S.Johnson,https://id.biodiversity.org.au/name/apni/152315,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Cassia,Cassia nictitans,L.,https://id.biodiversity.org.au/name/apni/154359,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Melicope,Melicope aberrans,T.G.Hartley,https://id.biodiversity.org.au/name/apni/159003,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Melicope,Melicope woitapensis,T.G.Hartley,https://id.biodiversity.org.au/name/apni/159014,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Melicope,Melicope clemensiae,T.G.Hartley,https://id.biodiversity.org.au/name/apni/159086,,No
Plantae,Charophyta,Equisetopsida,Rosales,Moraceae,Ficus,Ficus guyeri,Elmer,https://id.biodiversity.org.au/name/apni/159450,,No
Plantae,Charophyta,Equisetopsida,Rosales,Moraceae,Ficus,Ficus tricolor,Miq.,https://id.biodiversity.org.au/name/apni/159655,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Melicope,Melicope sessilifoliola,T.G.Hartley,https://id.biodiversity.org.au/name/apni/159675,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Archidendron,Archidendron muricarpum,(Kosterm.) Verdc.,https://id.biodiversity.org.au/name/apni/159718,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Paraserianthes,Paraserianthes pullenii,(Verdc.) I.C.Nielsen,https://id.biodiversity.org.au/name/apni/159822,,No
Plantae,Charophyta,Equisetopsida,Gentianales,Gentianaceae,Exacum,Exacum zeylanicum,Roxb.,https://id.biodiversity.org.au/name/apni/160258,,No
Plantae,Charophyta,Equisetopsida,Gentianales,Gentianaceae,Exacum,Exacum macranthum,Arn. ex Griseb.,https://id.biodiversity.org.au/name/apni/160260,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,,Kania nettotensis,A.J.Scott,https://id.biodiversity.org.au/name/apni/160481,,No
Plantae,Charophyta,Equisetopsida,Gentianales,Gentianaceae,Exacum,Exacum walkeri,Arn. ex Griseb.,https://id.biodiversity.org.au/name/apni/161919,,No
Plantae,Charophyta,Equisetopsida,Proteales,Proteaceae,Knightia,Knightia strobilina,(Labill.) Virot,https://id.biodiversity.org.au/name/apni/163959,,No
Plantae,Charophyta,Equisetopsida,Proteales,Proteaceae,Helicia,Helicia insularis,Foreman,https://id.biodiversity.org.au/name/apni/164106,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,,Kania hirsutula,(F.Muell.) A.J.Scott,https://id.biodiversity.org.au/name/apni/165247,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Xanthostemon,Xanthostemon vieillardii,Brongn. & Gris,https://id.biodiversity.org.au/name/apni/165762,,No
Plantae,Charophyta,Equisetopsida,Gentianales,Loganiaceae,Logania,Logania depressa,Hook.f.,https://id.biodiversity.org.au/name/apni/166511,,No
Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,,Ischnea latifolia,Mattf.,https://id.biodiversity.org.au/name/apni/166894,,No
Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Lagenocypsela,Lagenocypsela papuana,(J.Kost.) Swenson & K.Bremer,https://id.biodiversity.org.au/name/apni/166895,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Melicope,Melicope margaretae,(F.Br.) T.G.Hartley,https://id.biodiversity.org.au/name/apni/167821,,No
Plantae,Charophyta,Equisetopsida,Gentianales,Apocynaceae,Hunteria,Hunteria zeylanica,(Retz.) Gardner ex Thwaites,https://id.biodiversity.org.au/name/apni/169320,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Citrus,Citrus x virgata,Mabb.,https://id.biodiversity.org.au/name/apni/169839,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Kunzea,Kunzea recurva x Kunzea sulphurea,Schauer x Kunzea sulphurea Tovey & P.Morris,https://id.biodiversity.org.au/name/apni/171192,,No
Plantae,Charophyta,Equisetopsida,Malpighiales,Euphorbiaceae,Nothobaccaurea,Nothobaccaurea pulvinata,(A.C.Sm.) Haegens,https://id.biodiversity.org.au/name/apni/172395,,No
Plantae,Charophyta,Equisetopsida,Malpighiales,Euphorbiaceae,Agrostistachys,Agrostistachys indica,Dalzell,https://id.biodiversity.org.au/name/apni/172768,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Millettia,Millettia solomonensis,Verdc.,https://id.biodiversity.org.au/name/apni/172993,,No
Plantae,Charophyta,Equisetopsida,Lamiales,Gesneriaceae,Cyrtandra,Cyrtandra herbacea,G.W.Gillett,https://id.biodiversity.org.au/name/apni/173652,,No
Plantae,Charophyta,Equisetopsida,Alismatales,Araceae,,Schismatoglottis plurivenia,Alderw.,https://id.biodiversity.org.au/name/apni/175032,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Stegostyla,Stegostyla angustata,(Lindl.) D.L.Jones & M.A.Clem.,https://id.biodiversity.org.au/name/apni/175174,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium brevilabium,Schltr.,https://id.biodiversity.org.au/name/apni/176354,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium oreodoxa,Schltr.,https://id.biodiversity.org.au/name/apni/176388,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Archidendropsis,Archidendropsis oblonga,(Hemsl.) I.C.Nielsen,https://id.biodiversity.org.au/name/apni/178290,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Parapteroceras,Parapteroceras papuanum,(Schltr.) Szlach.,https://id.biodiversity.org.au/name/apni/178788,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Taurantha,Taurantha tenuicauda,(Kraenzl.) D.L.Jones & M.A.Clem.,https://id.biodiversity.org.au/name/apni/179378,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium gatiense,Schltr.,https://id.biodiversity.org.au/name/apni/179893,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium glebulosum,Schltr.,https://id.biodiversity.org.au/name/apni/179900,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium hamadryas,Schltr.,https://id.biodiversity.org.au/name/apni/179904,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium meliodorum,Schltr.,https://id.biodiversity.org.au/name/apni/179951,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium sarcodes,Schltr.,https://id.biodiversity.org.au/name/apni/180018,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium setosum,Schltr.,https://id.biodiversity.org.au/name/apni/180022,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium triste,Schltr.,https://id.biodiversity.org.au/name/apni/180040,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium violaceo-pictum,Schltr.,https://id.biodiversity.org.au/name/apni/180047,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Jonesiopsis,Jonesiopsis cairnsiana,(F.Muell.) D.L.Jones & M.A.Clem.,https://id.biodiversity.org.au/name/apni/180609,,No
Plantae,Charophyta,Equisetopsida,Gentianales,Rubiaceae,Dolianthus,Dolianthus subalpinus,(P.Royen) A.P.Davis,https://id.biodiversity.org.au/name/apni/180758,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Sporobolus,Sporobolus tenacissimus,(L.f.) P.Beauv.,https://id.biodiversity.org.au/name/apni/181795,,No
Plantae,Charophyta,Equisetopsida,Rosales,Moraceae,Ficus,Ficus saruensis,C.C.Berg,https://id.biodiversity.org.au/name/apni/182263,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Archidendron,Archidendron trichophyllum,(Kosterm.) I.C.Nielsen,https://id.biodiversity.org.au/name/apni/182761,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Archidendron,Archidendron apoense,(Elmer) I.C.Nielsen,https://id.biodiversity.org.au/name/apni/182774,,No
Plantae,Charophyta,Equisetopsida,Pandanales,Pandanaceae,Pandanus,Pandanus hooglandii,H.St.John,https://id.biodiversity.org.au/name/apni/188797,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Kerigomnia,Kerigomnia bilabrata,P.Royen,https://id.biodiversity.org.au/name/apni/190065,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Calonemorchis,Calonemorchis pectinata,(R.S.Rogers) Szlach.,https://id.biodiversity.org.au/name/apni/193938,,No
Plantae,Charophyta,Equisetopsida,Rosales,Moraceae,Ficus,Ficus sageretina,Diels,https://id.biodiversity.org.au/name/apni/195646,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Sullivania,Sullivania nigrita,(J.Drumm. ex Lindl.) D.L.Jones & M.A.Clem.,https://id.biodiversity.org.au/name/apni/196143,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Liparis,Liparis dolichobulba,Schltr.,https://id.biodiversity.org.au/name/apni/196181,,No
Plantae,Charophyta,Equisetopsida,Rosales,Urticaceae,Elatostema,Elatostema brongniartianum,Wedd.,https://id.biodiversity.org.au/name/apni/196637,,No
Plantae,Charophyta,Equisetopsida,Caryophyllales,Aizoaceae,Mesembryanthemum,Mesembryanthemum geminiflorum,Haw.,https://id.biodiversity.org.au/name/apni/198587,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Corybas,Corybas solomonensis,P.Royen,https://id.biodiversity.org.au/name/apni/198909,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Calanthe,Calanthe lutiviridis,P.Royen,https://id.biodiversity.org.au/name/apni/198915,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,,Glossorhyncha noroma,P.Royen,https://id.biodiversity.org.au/name/apni/198930,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Burseraceae,,Haplolobus acuminatus,(K.Schum.) H.J.Lam,https://id.biodiversity.org.au/name/apni/204746,,No
Plantae,,,,Pannariaceae,Pannaria,Pannaria terrestris,Stirt.,https://id.biodiversity.org.au/name/apni/207443,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Rhodomyrtus,Rhodomyrtus guymeriana,N.Snow & J.P.Atwood,https://id.biodiversity.org.au/name/apni/213586,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Syzygium,Syzygium ridsdalei,Craven & N.Snow,https://id.biodiversity.org.au/name/apni/227064,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,Pterostylis thulia,(D.L.Jones) Janes & Duretto,https://id.biodiversity.org.au/name/apni/227717,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Lotus,Lotus major,Sm.,https://id.biodiversity.org.au/name/apni/229941,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eugenia,Eugenia craveniana,N.Snow & Peter G.Wilson,https://id.biodiversity.org.au/name/apni/231541,,No
Plantae,Charophyta,Equisetopsida,Solanales,Solanaceae,Solanum,Solanum pachystylum,Polgar,https://id.biodiversity.org.au/name/apni/232949,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus rubida x Eucalyptus viminalis,H.Deane & Maiden x Eucalyptus viminalis Labill.,https://id.biodiversity.org.au/name/apni/233830,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus regnans x Eucalyptus obliqua,F.Muell. x Eucalyptus obliqua L'HÃ©r.,https://id.biodiversity.org.au/name/apni/233846,,No
Plantae,Charophyta,Equisetopsida,Saxifragales,Haloragaceae,Haloragis,Halorrhagis mucronata,J.M.Black,https://id.biodiversity.org.au/name/apni/234474,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Indigofera,Indigofera coerulea,Voigt,https://id.biodiversity.org.au/name/apni/237453,,No
Plantae,Charophyta,Equisetopsida,Malvales,Thymelaeaceae,Pimelea,Pimelea collina,A.Cunn. ex Benth.,https://id.biodiversity.org.au/name/apni/238628,,No
Plantae,Charophyta,Equisetopsida,Lamiales,Scrophulariaceae,Chaenostoma,Chaenostoma floribundum,Benth.,https://id.biodiversity.org.au/name/apni/243077,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium wantipiense,Ormerod,https://id.biodiversity.org.au/name/apni/246818,,No
Plantae,Charophyta,Equisetopsida,Asterales,Goodeniaceae,Goodenia,Goodenia oenpelliensis,R.L.Barrett,https://id.biodiversity.org.au/name/apni/50630884,,No
Plantae,Charophyta,Equisetopsida,Solanales,Solanaceae,Nicotiana,Nicotiana vincaeflora,Link,https://id.biodiversity.org.au/name/apni/51259678,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Tephrosia,Tephrosia morrisonii MS,Pedley,https://id.biodiversity.org.au/name/apni/51287945,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Diuris,Diuris blakneyae,(F.M.Bailey) D.L.Jones,https://id.biodiversity.org.au/name/apni/51292672,,No
Plantae,Charophyta,Equisetopsida,Malpighiales,Phyllanthaceae,Phyllanthus,Phyllanthus gracillimus,F.Muell.,https://id.biodiversity.org.au/name/apni/51341445,,No
Plantae,Charophyta,Equisetopsida,Polypodiales,Dryopteridaceae,Dryopteris,Dryopteris velutina,(A.Rich.) Kuntze,https://id.biodiversity.org.au/name/apni/58532,,No
Plantae,Charophyta,Equisetopsida,Caryophyllales,Amaranthaceae,Achyranthes,Centrostachys aquatica,Roxb.,https://id.biodiversity.org.au/name/apni/59254,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Galeola,Galeola foliata,(F.Muell.) F.Muell.,https://id.biodiversity.org.au/name/apni/60057,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Setaria,Setaria aurea,Hochst. ex A.Braun,https://id.biodiversity.org.au/name/apni/60208,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Leptochloa,Leptochloa cynosuroides,Roem. & Schult.,https://id.biodiversity.org.au/name/apni/60599,,No
Plantae,Charophyta,Equisetopsida,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,Microtrichomanes nitidulum,(Bosch) Copel.,https://id.biodiversity.org.au/name/apni/74265,,No
Plantae,Charophyta,Equisetopsida,,Pteridaceae,Acrostichum,Acrostichum conforme,Sw.,https://id.biodiversity.org.au/name/apni/74313,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Pterostylis,Pterostylis praecox,Lindl.,https://id.biodiversity.org.au/name/apni/75290,,No
Plantae,Charophyta,Equisetopsida,Selaginellales,Selaginellaceae,Selaginella,Selaginella apus,Spring,https://id.biodiversity.org.au/name/apni/75823,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Diplocaulobium,Diplocaulobium masonii,(Rupp) Dockrill,https://id.biodiversity.org.au/name/apni/77837,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Diuris,Diuris cucullata,Rupp,https://id.biodiversity.org.au/name/apni/78949,,No
Plantae,Charophyta,Equisetopsida,Polypodiales,Davalliaceae,Davallia,Davallia dubia,(Gaudich.) F.Muell.,https://id.biodiversity.org.au/name/apni/81554,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Corybas,Corybas aristatus,(Schltr.) Schltr.,https://id.biodiversity.org.au/name/apni/81664,,No
Plantae,Charophyta,Equisetopsida,Rosales,Rosaceae,Rubus,Rubus vulgaris,Weihe & Nees,https://id.biodiversity.org.au/name/apni/86269,,No
Plantae,Charophyta,Equisetopsida,Santalales,Loranthaceae,Amylotheca,Amylotheca insularum,(A.Gray) Danser,https://id.biodiversity.org.au/name/apni/87702,,No
Plantae,Charophyta,Equisetopsida,Laurales,Hernandiaceae,Hernandia,Hernandia sonora,L.,https://id.biodiversity.org.au/name/apni/92846,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Caleana,Caleana sullivanii,(F.Muell.) Pescott,https://id.biodiversity.org.au/name/apni/94915,,No
Plantae,Charophyta,Equisetopsida,Alismatales,Aponogetonaceae,Aponogeton,Aponogeton natans,(L.) Engl. & K.Krause,https://id.biodiversity.org.au/name/apni/97661,,No
Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Olearia,Olearia racemosa,Domin,https://id.biodiversity.org.au/node/apni/2886789,,No
Plantae,Charophyta,Equisetopsida,Isoetales,Isoetaceae,Isoetes,Isoetes tripus,A.Braun,https://id.biodiversity.org.au/node/apni/2887570,,No
Plantae,Charophyta,Equisetopsida,,Boraginaceae,Plagiobothrys,Plagiobothrys orthostatus,J.M.Black,https://id.biodiversity.org.au/node/apni/2890303,,No
Plantae,Charophyta,Equisetopsida,Gentianales,Gentianaceae,Gentianella,Gentianella clelandii,(L.G.Adams) Glenny,https://id.biodiversity.org.au/node/apni/2891578,,No
Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Brachylaena,Brachylaena discolor,DC.,https://id.biodiversity.org.au/node/apni/2891776,,No
Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Senecio,Senecio barkhausioides,Turcz.,https://id.biodiversity.org.au/node/apni/2891829,,No
Plantae,Charophyta,Equisetopsida,Dipsacales,Caprifoliaceae,Dipsacus,Dipsacus sativus,(L.) Honck.,https://id.biodiversity.org.au/node/apni/2891977,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Eragrostis,Eragrostis capitula,Lazarides,https://id.biodiversity.org.au/node/apni/2894709,,No
Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Senecio,Senecio helichrysoides,F.Muell.,https://id.biodiversity.org.au/node/apni/2894987,George's Groundsel,No
Plantae,Charophyta,Equisetopsida,Lamiales,Scrophulariaceae,Euphrasia,Euphrasia ruptura,W.R.Barker,https://id.biodiversity.org.au/node/apni/2895347,,No
Plantae,Charophyta,Equisetopsida,Lamiales,Lamiaceae,Stachys,Stachys germanica,L.,https://id.biodiversity.org.au/node/apni/2898596,,No
Plantae,Charophyta,Equisetopsida,,Boraginaceae,Heliotropium,Heliotropium argyreum,Craven,https://id.biodiversity.org.au/node/apni/2901348,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Agrostis,Agrostis boormanii,Vickery,https://id.biodiversity.org.au/node/apni/2902162,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Perotis,Perotis clarksonii x Perotis rara,Veldkamp x Perotis rara R.Br.,https://id.biodiversity.org.au/node/apni/2904601,,No
Plantae,Charophyta,Equisetopsida,Lamiales,Lamiaceae,Clerodendrum,Clerodendrum schweinfurthii,GÃ¼rke,https://id.biodiversity.org.au/node/apni/2905208,,No
Plantae,Charophyta,Equisetopsida,Oxalidales,Elaeocarpaceae,Tetratheca,Tetratheca fasciculata,Joy Thomps.,https://id.biodiversity.org.au/node/apni/2907427,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Deyeuxia,Deyeuxia lawrencei,Vickery,https://id.biodiversity.org.au/node/apni/2909511,,No
